1.000000000000000000e+00 -1.334999999999775255e-02
9.996145181203615060e-01 -1.318960337033114882e-02
9.984586668665640374e-01 -1.271073569577740869e-02
9.965342284774632020e-01 -1.192029414142248278e-02
9.938441702975688852e-01 -1.082954521410561810e-02
9.903926402016152153e-01 -9.453791373899012029e-03
9.861849601988382785e-01 -7.811923367377904270e-03
9.812276182268235836e-01 -5.925876329721191382e-03
9.755282581475768211e-01 -3.820011440863524399e-03
9.690956679612421354e-01 -1.520447686713666258e-03
9.619397662556433692e-01 9.456300504019354847e-04
9.540715869125406812e-01 3.550659836977221318e-03
9.455032620941838939e-01 6.267362401693898910e-03
9.362480035363985875e-01 9.069347457100418453e-03
9.263200821770460891e-01 1.193164522725354004e-02
9.157348061512726733e-01 1.483114554756426173e-02
9.045084971874737256e-01 1.774693140277172621e-02
8.926584654403724173e-01 2.066049878653419825e-02
8.802029828000155209e-01 2.355586006564880375e-02
8.671612547178427777e-01 2.641953336523816809e-02
8.535533905932737309e-01 2.924042561027329068e-02
8.394003727664709480e-01 3.200962152651171122e-02
8.247240241650919401e-01 3.472009490598421122e-02
8.095469746549170953e-01 3.736636159644268762e-02
7.938926261462366796e-01 3.994409583985136791e-02
7.777851165098010888e-01 4.244973266830748271e-02
7.612492823579743995e-01 4.488007902517349157e-02
7.443106207484775361e-01 4.723195512662364814e-02
7.269952498697733745e-01 4.950188537915345410e-02
7.093298687687140669e-01 5.168585503686107252e-02
6.913417161825449186e-01 5.377914487753210349e-02
6.730585285387464811e-01 5.577625169473751643e-02
6.545084971874737256e-01 5.767089756749174678e-02
6.357202249325371035e-01 5.945612591957476212e-02
6.167226819279527650e-01 6.112447756258325426e-02
5.975451610080642073e-01 6.266823546901720277e-02
5.782172325201154761e-01 6.407972316514078115e-02
5.587686987289188778e-01 6.535163856049644449e-02
5.392295478639225204e-01 6.647740289653750190e-02
5.196299078795343362e-01 6.745150341048175568e-02
5.000000000000000000e-01 6.826980833107910984e-02
4.803700921204657193e-01 6.892983395598752117e-02
4.607704521360775352e-01 6.943094575718095074e-02
4.412313012710812332e-01 6.977447862072583273e-02
4.217827674798845794e-01 6.996376530241410485e-02
4.024548389919359037e-01 7.000406678265044813e-02
3.832773180720473460e-01 6.990240321242530142e-02
3.642797750674628965e-01 6.966728931542269521e-02
