1.000000000000000000e+00 -1.039999999999999952e-02
9.996145181203615060e-01 -1.027927986274759960e-02
9.984586668665640374e-01 -9.917612795581867008e-03
9.965342284774632020e-01 -9.316507374672385045e-03
9.938441702975688852e-01 -8.478570232477694590e-03
9.903926402016152153e-01 -7.407634966432269027e-03
9.861849601988382785e-01 -6.108924149985294101e-03
9.812276182268235836e-01 -4.589227654154572934e-03
9.755282581475768211e-01 -2.857077942707752539e-03
9.690956679612421354e-01 -9.229019271655702905e-04
9.619397662556433692e-01 1.200870541713121992e-03
9.540715869125406812e-01 3.499759423428821375e-03
9.455032620941838939e-01 5.957262877418021546e-03
9.362480035363985875e-01 8.554971007694197466e-03
9.263200821770460891e-01 1.127276910116477987e-02
9.157348061512726733e-01 1.408912841213996389e-02
9.045084971874737256e-01 1.698147637192517351e-02
8.926584654403724173e-01 1.992663227621321170e-02
8.802029828000155209e-01 2.290128944134404987e-02
8.671612547178427777e-01 2.588252089359353511e-02
8.535533905932737309e-01 2.884828316077295285e-02
8.394003727664709480e-01 3.177789187557081979e-02
8.247240241650919401e-01 3.465244376885494998e-02
8.095469746549170953e-01 3.745516220499746363e-02
7.938926261462366796e-01 4.017164754950282302e-02
7.777851165098010888e-01 4.279001911208009379e-02
7.612492823579743995e-01 4.530094183257566548e-02
7.443106207484775361e-01 4.769753785820363134e-02
7.269952498697733745e-01 4.997519023931372428e-02
7.093298687687140669e-01 5.213125267474425645e-02
6.913417161825449186e-01 5.416468511178475914e-02
6.730585285387464811e-01 5.607563964399522177e-02
6.545084971874737256e-01 5.786502422364416670e-02
6.357202249325371035e-01 5.953407298559983823e-02
6.167226819279527650e-01 6.108395135446881979e-02
5.975451610080642073e-01 6.251542159124295894e-02
5.782172325201154761e-01 6.382859017150467607e-02
5.587686987289188778e-01 6.502275263580516163e-02
5.392295478639225204e-01 6.609634467961002235e-02
5.196299078795343362e-01 6.704700070185956595e-02
5.000000000000000000e-01 6.787171330708687000e-02
4.803700921204657193e-01 6.856707987586152520e-02
4.607704521360775352e-01 6.912961578786273875e-02
4.412313012710812332e-01 6.955610865921353636e-02
4.217827674798845794e-01 6.984398442003819651e-02
4.024548389919359037e-01 6.999165448347589857e-02
3.832773180720473460e-01 6.999881379230847578e-02
3.642797750674628965e-01 6.986666218547971097e-02
3.454915028125263299e-01 6.959802617521892998e-02
3.269414714612535189e-01 6.919736460289342694e-02
3.086582838174551369e-01 6.867064936506966921e-02
2.906701312312860996e-01 6.802512099063887097e-02
2.730047501302266255e-01 6.726892775791346035e-02
2.556893792515224639e-01 6.641066568681251725e-02
2.387507176420256005e-01 6.545884454892554605e-02
2.222148834901990222e-01 6.442131147178065120e-02
2.061073738537634870e-01 6.330466831377470904e-02
1.904530253450829602e-01 6.211372140092303457e-02
1.752759758349082264e-01 6.085100222554652716e-02
