1.000000000000000000e+00 -2.220446049250313081e-16
9.996145181203615060e-01 7.785721454908745010e-05
9.984586668665640374e-01 3.110587406817688638e-04
9.965342284774632020e-01 6.984974134076615826e-04
9.938441702975688852e-01 1.238338418045104028e-03
9.903926402016152153e-01 1.928034414213186665e-03
9.861849601988382785e-01 2.764345614243601812e-03
9.812276182268235836e-01 3.743363806738730926e-03
9.755282581475768211e-01 4.860539144869918671e-03
9.690956679612421354e-01 6.110708426558530970e-03
9.619397662556433692e-01 7.488123587675005188e-03
9.540715869125406812e-01 8.986479212623965651e-03
9.455032620941838939e-01 1.059893803668407464e-02
9.362480035363985875e-01 1.231815366359656494e-02
9.263200821770460891e-01 1.413629003760667746e-02
9.157348061512726733e-01 1.604503757464728619e-02
9.045084971874737256e-01 1.803562625235476113e-02
8.926584654403724173e-01 2.009883636038868604e-02
8.802029828000155209e-01 2.222500799713419961e-02
8.671612547178427777e-01 2.440405074228869930e-02
8.535533905932737309e-01 2.662545521437134632e-02
8.394003727664709480e-01 2.887830841763766587e-02
8.247240241650919401e-01 3.115131487772496849e-02
8.095469746549170953e-01 3.343282554771045967e-02
7.938926261462366796e-01 3.571087632971302328e-02
7.777851165098010888e-01 3.797323780118971870e-02
7.612492823579743995e-01 4.020747736535925515e-02
7.443106207484775361e-01 4.240103457349857913e-02
7.269952498697733745e-01 4.454130981068685907e-02
7.093298687687140669e-01 4.661576591847126083e-02
6.913417161825449186e-01 4.861204167453846148e-02
6.730585285387464811e-01 5.051807539040330253e-02
6.545084971874737256e-01 5.232223625456857569e-02
6.357202249325371035e-01 5.401346047194291455e-02
6.167226819279527650e-01 5.558138876054656563e-02
5.975451610080642073e-01 5.701650139091195280e-02
5.782172325201154761e-01 5.831024671513698743e-02
5.587686987289188778e-01 5.945515904891004316e-02
5.392295478639225204e-01 6.044496185226505558e-02
5.196299078795343362e-01 6.127465240749951220e-02
5.000000000000000000e-01 6.194056461226560284e-02
4.803700921204657193e-01 6.244040708142760410e-02
4.607704521360775352e-01 6.277327446469338490e-02
4.412313012710812332e-01 6.293963071344833848e-02
4.217827674798845794e-01 6.294126393910873252e-02
4.024548389919359037e-01 6.278121346164368399e-02
3.832773180720473460e-01 6.246367061262833587e-02
3.642797750674628965e-01 6.199385579280249081e-02
3.454915028125263299e-01 6.137787515043074960e-02
3.269414714612535189e-01 6.062256100662630903e-02
3.086582838174551369e-01 5.973530077374408082e-02
2.906701312312860996e-01 5.872385956473307606e-02
2.730047501302266255e-01 5.759620195329150094e-02
2.556893792515224639e-01 5.636031840273878629e-02
2.387507176420256005e-01 5.502406173001302137e-02
2.222148834901990222e-01 5.359499861316800728e-02
2.061073738537634870e-01 5.208028059796136755e-02
1.904530253450829602e-01 5.048653833173052247e-02
1.752759758349082264e-01 4.881980187847273500e-02
1.605996272335292741e-01 4.708544898210193647e-02
1.464466094067262691e-01 4.528818208456319994e-02
1.328387452821572223e-01 4.343203381462264201e-02
1.197970171999845346e-01 4.152039958614670706e-02
1.073415345596276382e-01 3.955609492573295555e-02
9.549150281252632988e-02 3.754143423070608471e-02
8.426519384872732665e-02 3.547832687783700895e-02
7.367991782295391090e-02 3.336838599313923792e-02
6.375199646360152350e-02 3.121304477914027542e-02
5.449673790581610611e-02 2.901367509531945985e-02
4.592841308745931883e-02 2.677170300815835680e-02
3.806023374435663076e-02 2.448871626830465345e-02
3.090433203875797563e-02 2.216655912315822208e-02
2.447174185242323441e-02 1.980741051424916160e-02
1.877238177317636092e-02 1.741384251242981962e-02
1.381503980116172148e-02 1.498885677550245224e-02
9.607359798384784710e-03 1.253589783228347201e-02
6.155829702431170336e-03 1.005884306030334699e-02
3.465771522536853499e-03 7.561970285484593754e-03
1.541333133436018077e-03 5.049904945427806380e-03
3.854818796385495183e-04 2.527549679604926183e-03
0.000000000000000000e+00 0.000000000000000000e+00
3.854818796385495183e-04 -2.527500471198409517e-03
1.541333133436018077e-03 -5.049527015843268372e-03
3.465771522536853499e-03 -7.560781755682889453e-03
6.155829702431114825e-03 -1.005630687439782595e-02
9.607359798384784710e-03 -1.253162519044045096e-02
1.381503980116166597e-02 -1.498284711035087306e-02
1.877238177317630541e-02 -1.740673555198503364e-02
2.447174185242317890e-02 -1.980072265228241535e-02
3.090433203875797563e-02 -2.216287465082344629e-02
3.806023374435663076e-02 -2.449180414586614105e-02
4.592841308745926332e-02 -2.678653181982508513e-02
5.449673790581605060e-02 -2.904630258704348975e-02
6.375199646360146799e-02 -3.127036379016920331e-02
7.367991782295385539e-02 -3.345771543196100067e-02
8.426519384872727114e-02 -3.560684435995523089e-02
9.549150281252627437e-02 -3.771545572411845459e-02
1.073415345596275827e-01 -3.978021582792724137e-02
1.197970171999844791e-01 -4.179652064381352700e-02
1.328387452821571113e-01 -4.375830374646433318e-02
1.464466094067261581e-01 -4.565789624421713599e-02
1.605996272335291630e-01 -4.748594950175249324e-02
1.752759758349079489e-01 -4.923142911657151649e-02
1.904530253450828492e-01 -5.088168583255386901e-02
2.061073738537633759e-01 -5.242260596234208508e-02
2.222148834901989112e-01 -5.383884057833450421e-02
2.387507176420256561e-01 -5.511410936163315538e-02
2.556893792515223529e-01 -5.623157171507379287e-02
2.730047501302265145e-01 -5.717425469344017408e-02
2.906701312312859886e-01 -5.792552461510112882e-02
3.086582838174548593e-01 -5.846958701363515892e-02
3.269414714612532968e-01 -5.879199796436996445e-02
3.454915028125262189e-01 -5.888016885348355128e-02
3.642797750674628965e-01 -5.872384639292037301e-02
3.832773180720474016e-01 -5.831555013959647399e-02
4.024548389919356817e-01 -5.765095093842425439e-02
4.217827674798844684e-01 -5.672917553194532087e-02
4.412313012710811777e-01 -5.555302499327773036e-02
4.607704521360772021e-01 -5.412909754741509344e-02
4.803700921204654972e-01 -5.246780963192478053e-02
4.999999999999998890e-01 -5.058331257971353939e-02
5.196299078795343362e-01 -4.849330594210426310e-02
5.392295478639226314e-01 -4.621875206490631827e-02
5.587686987289186558e-01 -4.378349994118905381e-02
5.782172325201153651e-01 -4.121382945868577730e-02
5.975451610080640963e-01 -3.853792981828387670e-02
6.167226819279524319e-01 -3.578532802344795011e-02
6.357202249325368815e-01 -3.298628485269957528e-02
6.545084971874736146e-01 -3.017117657886986964e-02
6.730585285387464811e-01 -2.736988086832220501e-02
6.913417161825450297e-01 -2.461118478792950759e-02
7.093298687687138449e-01 -2.192223170231781537e-02
7.269952498697733745e-01 -1.932802211962919570e-02
7.443106207484775361e-01 -1.685098132434210971e-02
7.612492823579741774e-01 -1.451060402267514982e-02
7.777851165098008668e-01 -1.232318333566856383e-02
7.938926261462364575e-01 -1.030162843141824158e-02
8.095469746549169843e-01 -8.455372018097789821e-03
8.247240241650919401e-01 -6.790365947284188186e-03
8.394003727664707259e-01 -5.309160418304398332e-03
8.535533905932737309e-01 -4.011059831058094716e-03
8.671612547178427777e-01 -2.892346291747227571e-03
8.802029828000152989e-01 -1.946560196978919244e-03
8.926584654403723063e-01 -1.164826247434580520e-03
9.045084971874737256e-01 -5.362126891186869138e-04
9.157348061512726733e-01 -4.811154011707952094e-05
9.263200821770462001e-01 3.133719972508441920e-04
9.362480035363984765e-01 5.630318670207246079e-04
9.455032620941838939e-01 7.161849287867227964e-04
9.540715869125406812e-01 7.883143523832458754e-04
9.619397662556432582e-01 7.947391319036434254e-04
9.690956679612419133e-01 7.503144330943678497e-04
9.755282581475768211e-01 6.691657179541676825e-04
9.812276182268235836e-01 5.644579208778921497e-04
9.861849601988383895e-01 4.481994628527941060e-04
9.903926402016152153e-01 3.310796512978608774e-04
9.938441702975688852e-01 2.223370732524765359e-04
9.965342284774632020e-01 1.296559798090735072e-04
9.984586668665640374e-01 5.908739057203238332e-05
9.996145181203615060e-01 1.499170865559840138e-05
1.000000000000000000e+00 7.771561172376095783e-16
